Country,Year,Suicide_Rate
Finland,1992,30.735664810
El Salvador,1992,9.125359352
Ecuador,1992,5.457597976
Czech Republic,1992,20.564145467
Cuba,1992,23.185687200
Costa Rica,1992,5.362798733
Colombia,1992,3.667011082
Chile,1992,5.426804124
Canada,1992,14.016571912
Bulgaria,1992,18.889510663
Brazil,1992,3.800535157
Belgium,1992,19.919177777
Belarus,1992,25.326771777
Barbados,1992,5.833333333
Azerbaijan,1992,2.260454603
Austria,1992,23.849657400
Australia,1992,13.892060357
Armenia,1992,2.508538097
Argentina,1992,7.268999581
Antigua and Barbuda,1992,0
Albania,1992,1.665190434
Uzbekistan,1991,8.029836636
United States,1991,13.217144942
United Kingdom,1991,8.435456247
Ukraine,1991,22.198893790
Turkmenistan,1991,8.632411067
Trinidad and Tobago,1991,13.430127042
Thailand,1991,6.851122340
Sweden,1991,18.442750370
Suriname,1991,15.699062738
Spain,1991,7.890015991
Singapore,1991,11.565662486
Saint Lucia,1991,4.898119122
Saint Kitts and Nevis,1991,0
Russian Federation,1991,28.613156764
Romania,1991,10.070836052
Republic of Korea,1991,7.673708609
Puerto Rico,1991,10.966267144
Portugal,1991,10.010087661
Poland,1991,15.018518885
Paraguay,1991,2.047607139
Norway,1991,16.991391029
New Zealand,1991,14.794469241
Netherlands,1991,11.413551733
Mexico,1991,2.811636404
Mauritius,1991,14.603986782
Malta,1991,3.022974607
Luxembourg,1991,21.217966382
Kyrgyzstan,1991,14.302647175
Kiribati,1991,16.166841807
Kazakhstan,1991,20.611524263
Japan,1991,16.934641530
Jamaica,1991,0.046407266
Italy,1991,8.175817719
Israel,1991,8.116295894
Ireland,1991,10.608529873
Iceland,1991,15.684612124
Hungary,1991,40.921251852
Guyana,1991,16.039839907
Guatemala,1991,1.979528377
Grenada,1991,0
Greece,1991,3.919291804
Germany,1991,18.557299138
Georgia,1991,3.467136922
France,1991,21.586662888
Finland,1991,31.776098755
El Salvador,1991,10.356162408
Ecuador,1991,5.433527283
Czech Republic,1991,19.694853892
Costa Rica,1991,4.622781065
Colombia,1991,3.302361110
Chile,1991,6.629601550
Canada,1991,14.151017707
Bulgaria,1991,16.413856901
Brazil,1991,3.839684961
Belize,1991,1.233045623
Belgium,1991,19.209075623
Belarus,1991,22.888921720
Barbados,1991,7.172995781
Azerbaijan,1991,2.130162465
Austria,1991,24.233779670
Australia,1991,14.289193797
Armenia,1991,2.476166894
Argentina,1991,6.586098640
Antigua and Barbuda,1991,0
Uzbekistan,1990,8.499507739
Uruguay,1990,11.115031757
United States,1990,13.435400922
United Kingdom,1990,8.669130022
Ukraine,1990,22.190212542
Turkmenistan,1990,9.675952984
Trinidad and Tobago,1990,15.617822692
Thailand,1990,7.325976151
Sweden,1990,18.374408234
Suriname,1990,7.456266131
Spain,1990,7.973110083
Singapore,1990,14.093478780
Saint Vincent and Grenadines,1990,5.311182163
Saint Lucia,1990,2.488862341
Saint Kitts and Nevis,1990,0
Russian Federation,1990,28.613280820
Romania,1990,9.714090805
Republic of Korea,1990,7.979388474
Puerto Rico,1990,11.579275905
Portugal,1990,9.234870787
Poland,1990,14.133451633
Paraguay,1990,2.780720004
Norway,1990,16.635952844
New Zealand,1990,14.727778857
Netherlands,1990,10.346574570
Mexico,1990,2.635579780
Mauritius,1990,15.620019127
Malta,1990,2.443494197
Luxembourg,1990,18.952062430
Kyrgyzstan,1990,14.636234715
Kazakhstan,1990,21.470295589
Japan,1990,17.205814296
Jamaica,1990,0.140776268
Italy,1990,8.028202664
Israel,1990,7.314549698
Ireland,1990,10.359801489
Iceland,1990,17.145306472
Guyana,1990,13.620517090
Guatemala,1990,2.056222859
Grenada,1990,2.439024390
Greece,1990,3.628990330
Germany,1990,18.575537495
Georgia,1990,3.930691481
France,1990,21.534231364
Finland,1990,32.341554191
El Salvador,1990,12.659204461
Ecuador,1990,5.090369396
Czech Republic,1990,20.564520281
Costa Rica,1990,5.974579496
Colombia,1990,2.889982895
Chile,1990,6.345546161
Canada,1990,13.673677564
Bulgaria,1990,15.715388727
Brazil,1990,3.655597422
Belize,1990,1.898734177
Belgium,1990,20.224767068
Belarus,1990,22.160105433
Barbados,1990,6.751054852
Azerbaijan,1990,1.851611227
Austria,1990,25.237324191
Australia,1990,13.930537104
Armenia,1990,3.116935349
Argentina,1990,7.356201725
Antigua and Barbuda,1990,1.685374322
Uruguay,1989,12.195554295
United States,1989,13.167630410
United Kingdom,1989,8.162825400
Ukraine,1989,22.794414772
Turkmenistan,1989,8.436145382
Trinidad and Tobago,1989,16.168224299
Sweden,1989,19.824728807
Suriname,1989,15.242017353
Spain,1989,8.130014915
Singapore,1989,16.206655423
Saint Lucia,1989,6.747296864
Russian Federation,1989,27.997590144
Romania,1989,11.848485558
Republic of Korea,1989,7.717345519
Puerto Rico,1989,9.957975516
Portugal,1989,7.933920111
Paraguay,1989,1.936877453
Panama,1989,3.313642408
Norway,1989,16.684362202
New Zealand,1989,15.177230890
Netherlands,1989,10.912249718
Mexico,1989,2.613545593
Mauritius,1989,15.435738021
Malta,1989,7.098765432
Luxembourg,1989,20.540236353
Japan,1989,18.151270667
Jamaica,1989,0
Italy,1989,7.938249124
Israel,1989,8.778692398
Ireland,1989,8.624968975
Iceland,1989,9.482758621
Guyana,1989,14.370803420
Guatemala,1989,2.028530751
Grenada,1989,4.889676670
Greece,1989,4.019942272
France,1989,22.349235662
Finland,1989,30.359022839
Ecuador,1989,5.024118684
Costa Rica,1989,6.533646322
Colombia,1989,2.837162347
Chile,1989,6.303799670
Canada,1989,14.325930303
Bulgaria,1989,17.374333587
Brazil,1989,3.471252476
Belize,1989,0.653219064
Belgium,1989,20.536516493
Barbados,1989,6.779661017
Austria,1989,26.443136251
Australia,1989,13.268595944
Argentina,1989,7.828722737
Antigua and Barbuda,1989,0
Albania,1989,2.425885627
Uruguay,1988,9.572796114
United States,1988,13.365999129
United Kingdom,1988,9.324568127
Ukraine,1988,20.506878038
Turkmenistan,1988,9.226668489
Trinidad and Tobago,1988,14.968966776
Sweden,1988,20.048166034
Suriname,1988,14.428272347
Spain,1988,8.088028352
Singapore,1988,15.292053146
Saint Lucia,1988,8.849557522
Republic of Korea,1988,7.620056588
Puerto Rico,1988,9.704537026
Portugal,1988,8.712320146
Panama,1988,4.214483290
Norway,1988,17.939492221
New Zealand,1988,15.841843415
Netherlands,1988,10.991866163
Mexico,1988,2.445222985
Mauritius,1988,18.054054054
Malta,1988,2.805486284
Luxembourg,1988,19.585580471
Japan,1988,19.700958289
Jamaica,1988,0.239165447
Italy,1988,8.026793845
Israel,1988,7.676133053
Ireland,1988,8.226380084
Iceland,1988,15.270506108
Guyana,1988,8.551002147
Guatemala,1988,2.383536829
Grenada,1988,4.581901489
Greece,1988,4.264550265
France,1988,22.238369864
Finland,1988,30.257251381
Ecuador,1988,5.422892520
Costa Rica,1988,5.597923089
Colombia,1988,3.183301517
Chile,1988,6.164868212
Canada,1988,14.576048770
Bulgaria,1988,17.306729600
Brazil,1988,3.552867165
Belgium,1988,21.417917655
Barbados,1988,5.110732538
Bahrain,1988,3.592507057
Austria,1988,25.908367521
Australia,1988,14.184860339
Argentina,1988,8.315670482
Antigua and Barbuda,1988,0
Albania,1988,2.279057989
Uruguay,1987,9.284249163
United States,1987,13.672339972
United Kingdom,1987,8.628904297
Ukraine,1987,21.214078549
Turkmenistan,1987,9.513483264
Trinidad and Tobago,1987,11.035889827
Thailand,1987,6.273718947
Sweden,1987,19.484132002
Suriname,1987,15.662037330
Spain,1987,7.697861675
Singapore,1987,12.501038292
Seychelles,1987,5.145797599
Saint Vincent and Grenadines,1987,0
Saint Lucia,1987,9.883198562
Republic of Korea,1987,8.660655019
Puerto Rico,1987,8.528249828
Portugal,1987,10.235644801
Paraguay,1987,1.900689000
Panama,1987,4.291195477
Norway,1987,16.516096195
New Zealand,1987,15.194775360
Netherlands,1987,11.729694418
Mexico,1987,2.503381257
Mauritius,1987,15.362668715
Malta,1987,0.315059861
Luxembourg,1987,21.179164282
Kuwait,1987,0.996077943
Japan,1987,20.681548035
Jamaica,1987,0.627788831
Italy,1987,8.297794543
Israel,1987,6.987958021
Ireland,1987,7.585843886
Iceland,1987,15.957446809
Guatemala,1987,3.390192917
Greece,1987,4.367556512
France,1987,23.431238054
Finland,1987,29.539888602
Ecuador,1987,4.666858128
Costa Rica,1987,4.956887574
Colombia,1987,3.395284845
Chile,1987,6.182531894
Canada,1987,15.089439913
Bulgaria,1987,17.814074552
Brazil,1987,3.803864321
Belize,1987,2.776447397
Belgium,1987,24.087049175
Barbados,1987,2.567394095
Bahrain,1987,2.473206925
Bahamas,1987,1.358080579
Austria,1987,29.018208400
Australia,1987,14.382082212
Argentina,1987,8.282788756
Antigua and Barbuda,1987,0
Albania,1987,2.694124594
Uruguay,1986,9.501015376
United States,1986,13.855835086
United Kingdom,1986,9.109643340
Trinidad and Tobago,1986,9.796533534
Thailand,1986,5.911500943
Suriname,1986,12.871827248
Sri Lanka,1986,37.904037897
Spain,1986,7.605664909
Singapore,1986,13.701508847
Seychelles,1986,1.742160279
Saint Vincent and Grenadines,1986,0
Saint Lucia,1986,4.545454545
Republic of Korea,1986,9.211409575
Puerto Rico,1986,9.862560448
Portugal,1986,10.064980627
Paraguay,1986,1.767936266
Panama,1986,4.227022011
Norway,1986,14.801748600
New Zealand,1986,13.680975513
Netherlands,1986,11.711876164
Mexico,1986,2.479619811
Mauritius,1986,3.117692907
Malta,1986,0.316656111
Luxembourg,1986,14.739884393
Kuwait,1986,1.042141601
Japan,1986,22.417508951
Jamaica,1986,0.048720336
Italy,1986,8.644216151
Israel,1986,7.289891176
Ireland,1986,8.766748531
Iceland,1986,16.644174539
Guatemala,1986,2.931751709
Greece,1986,4.210413542
France,1986,24.263327498
Ecuador,1986,4.783474807
Costa Rica,1986,5.713288848
Colombia,1986,3.744293665
Chile,1986,5.982601059
Canada,1986,15.617619398
Bulgaria,1986,16.778883394
Brazil,1986,3.595832169
Belize,1986,2.043596730
Belgium,1986,23.710307846
Barbados,1986,3.454231434
Austria,1986,30.045725971
Australia,1986,13.801671866
Argentina,1986,8.383374198
Antigua and Barbuda,1986,0
Uruguay,1985,10.484401257
United States,1985,13.340703053
United Kingdom,1985,9.630887965
Trinidad and Tobago,1985,2.876984127
Thailand,1985,6.440125846
Suriname,1985,24.790827394
Sri Lanka,1985,40.903514469
Spain,1985,6.983915326
Singapore,1985,13.784301213
Seychelles,1985,13.961605585
Saint Vincent and Grenadines,1985,2.227171492
Republic of Korea,1985,10.047199231
Puerto Rico,1985,8.726682887
Portugal,1985,10.554084044
Paraguay,1985,2.047239898
Panama,1985,2.947833869
New Zealand,1985,11.170599511
Netherlands,1985,12.027933002
Mexico,1985,2.285173016
Mauritius,1985,11.772696400
Malta,1985,0.651041667
Luxembourg,1985,15.951276102
Kuwait,1985,1.158038147
Japan,1985,20.616226336
Jamaica,1985,0.393120393
Italy,1985,8.794283254
Israel,1985,6.234181431
Ireland,1985,8.602954928
Iceland,1985,14.538845979
Grenada,1985,1.171303075
Greece,1985,4.366388512
France,1985,24.329247644
Ecuador,1985,5.129342974
Dominica,1985,0
Costa Rica,1985,5.723996065
Colombia,1985,3.995625170
Chile,1985,6.397886730
Canada,1985,13.863888783
Bulgaria,1985,17.348823354
Brazil,1985,3.598944151
Belgium,1985,24.607318547
Barbados,1985,3.030303030
Bahrain,1985,3.006285870
Bahamas,1985,0.490918017
Austria,1985,29.408807031
Australia,1985,12.779399142
Argentina,1985,7.338284584
Antigua and Barbuda,1985,0
